Player Name,Galaxy,Blaster,Rebel,ManaReaver,Demolitionist,Cybernetic,Infiltrator,StarGuardian,Paragon,Sniper,Set3_Celestial,MechPilot,Set3_Sorcerer,Astro,Chrono,Battlecast,Set3_Brawler,SpacePirate,DarkStar,Vanguard,Starship,Mercenary,Protector,Set3_Mystic,Set3_Blademaster,DamageToPlayer,Top4,Win,Placement
OutHereTrynaFx,Normal,None,Tier 0,None,None,None,None,Tier 0,None,Tier 1,Tier 1,None,None,None,None,Tier 0,None,None,Tier 1,None,Tier 1,None,Tier 2,None,None,167,True,False,2
OutHereTrynaFx,Plunder Planet,Tier 0,None,Tier 0,Tier 0,None,None,Tier 0,None,None,Tier 1,None,Tier 0,None,None,None,None,Tier 2,Tier 0,Tier 0,None,Tier 1,Tier 2,None,None,188,True,False,2
OutHereTrynaFx,Salvage World,None,None,None,None,None,None,Tier 1,None,None,Tier 1,None,Tier 1,None,None,Tier 1,None,None,Tier 0,None,None,None,Tier 3,None,None,201,True,True,1
OutHereTrynaFx,Plunder Planet,None,Tier 0,None,None,None,None,Tier 0,None,Tier 1,Tier 2,None,None,None,None,Tier 0,None,None,Tier 1,None,Tier 1,None,Tier 3,Tier 0,None,65,False,False,8
OutHereTrynaFx,Galactic Armory,None,Tier 0,Tier 0,None,None,None,Tier 1,None,None,Tier 0,None,Tier 1,None,Tier 0,Tier 0,None,None,Tier 0,None,Tier 1,None,Tier 2,None,None,89,True,False,4
OutHereTrynaFx,Manatee's Delight,None,None,None,None,None,None,None,None,Tier 2,Tier 0,None,None,Tier 1,Tier 1,None,Tier 0,Tier 0,Tier 1,Tier 2,None,None,None,None,None,179,True,True,1
OutHereTrynaFx,Normal,Tier 1,Tier 1,Tier 1,Tier 1,None,None,None,None,None,None,None,None,None,Tier 1,None,None,Tier 2,None,Tier 1,Tier 1,Tier 1,None,None,None,119,True,False,4
OutHereTrynaFx,Plunder Planet,None,None,Tier 0,None,None,None,Tier 1,None,None,Tier 1,None,Tier 1,None,Tier 0,None,None,None,Tier 0,None,None,None,Tier 2,None,None,164,True,False,3
OutHereTrynaFx,Galactic Armory,Tier 0,None,Tier 0,None,Tier 2,Tier 0,None,None,Tier 1,None,None,None,None,Tier 0,None,Tier 0,None,Tier 0,Tier 1,None,None,None,None,Tier 0,78,False,False,5
OutHereTrynaFx,Plunder Planet,Tier 1,Tier 1,Tier 0,Tier 1,None,None,None,None,None,None,Tier 0,None,None,Tier 0,None,None,Tier 2,None,Tier 1,Tier 1,Tier 1,None,None,None,87,False,False,5
OutHereTrynaFx,Plunder Planet,None,None,Tier 0,None,None,None,None,None,Tier 1,Tier 0,None,Tier 0,None,Tier 3,None,None,Tier 0,None,Tier 1,None,None,None,None,Tier 1,109,True,False,4
OutHereTrynaFx,Normal,Tier 1,Tier 1,Tier 1,Tier 1,None,None,None,None,None,None,None,None,None,Tier 0,None,None,Tier 2,Tier 0,Tier 0,Tier 1,Tier 1,None,None,None,144,True,False,3
OutHereTrynaFx,Normal,Tier 1,Tier 0,Tier 1,Tier 1,None,None,None,None,None,None,Tier 0,None,None,Tier 1,None,None,Tier 2,None,Tier 1,None,Tier 1,None,None,None,59,False,False,7
OutHereTrynaFx,Treasure Trove,None,Tier 1,Tier 0,None,Tier 0,Tier 0,None,None,None,Tier 0,None,None,None,Tier 1,None,None,None,None,None,None,None,None,None,Tier 2,53,False,False,8
OutHereTrynaFx,Trade Sector,None,Tier 1,Tier 0,None,Tier 0,Tier 0,None,None,None,Tier 0,None,None,None,Tier 0,None,None,None,None,None,None,None,None,None,Tier 2,77,True,False,4
OutHereTrynaFx,Trade Sector,None,None,Tier 0,None,None,None,None,None,Tier 2,Tier 0,None,None,Tier 1,Tier 1,None,Tier 0,None,Tier 1,Tier 1,None,None,None,None,None,83,False,False,5
OutHereTrynaFx,Galactic Armory,Tier 1,Tier 1,Tier 0,None,Tier 0,Tier 1,None,None,None,None,None,None,None,Tier 1,Tier 1,None,None,None,None,None,None,None,None,Tier 2,211,True,True,1
OutHereTrynaFx,Normal,Tier 0,None,None,None,None,None,None,None,Tier 1,Tier 0,None,Tier 0,None,Tier 3,None,Tier 0,None,Tier 0,Tier 0,None,None,None,None,Tier 0,47,False,False,8
OutHereTrynaFx,Treasure Trove,None,None,Tier 0,None,None,None,None,None,Tier 1,Tier 0,None,None,Tier 1,Tier 2,None,Tier 1,None,None,Tier 1,None,None,Tier 1,None,None,35,False,False,8
OutHereTrynaFx,Plunder Planet,Tier 0,Tier 2,None,Tier 1,None,Tier 1,None,None,None,None,Tier 1,Tier 0,None,None,None,None,None,None,None,Tier 1,None,None,None,Tier 0,183,True,True,1
OutHereTrynaFx,Trade Sector,None,Tier 1,None,None,None,Tier 0,None,None,None,Tier 1,None,None,None,Tier 1,None,None,None,Tier 0,None,None,None,Tier 1,None,Tier 2,74,False,False,6
OutHereTrynaFx,Normal,None,None,Tier 0,Tier 1,None,Tier 1,None,None,None,Tier 0,Tier 1,Tier 1,None,Tier 0,Tier 0,None,Tier 0,Tier 1,None,None,Tier 1,None,Tier 1,None,113,True,False,4
OutHereTrynaFx,Galactic Armory,Tier 1,Tier 0,Tier 0,Tier 1,None,None,Tier 0,Tier 1,None,None,Tier 0,None,None,Tier 0,None,None,Tier 2,None,Tier 1,None,Tier 1,None,None,None,60,False,False,7
OutHereTrynaFx,Treasure Trove,None,Tier 1,Tier 0,None,Tier 0,Tier 1,None,None,None,Tier 0,None,None,None,Tier 1,None,None,None,None,None,None,None,None,None,Tier 2,110,True,False,4
OutHereTrynaFx,Little Legend,Tier 1,Tier 0,Tier 1,Tier 1,Tier 0,None,None,None,None,None,None,None,None,None,None,None,Tier 2,None,Tier 1,None,Tier 1,None,None,Tier 0,30,False,False,8
OutHereTrynaFx,Little Legend,Tier 0,None,Tier 0,None,Tier 2,Tier 1,None,None,Tier 0,None,None,None,None,Tier 0,Tier 0,Tier 0,None,Tier 0,Tier 1,None,None,Tier 0,None,Tier 0,87,False,False,6
OutHereTrynaFx,Binary Star,None,None,None,Tier 1,None,Tier 1,None,None,None,Tier 0,Tier 1,Tier 1,None,None,Tier 0,None,Tier 0,Tier 1,None,None,Tier 1,None,Tier 1,None,108,True,False,4
OutHereTrynaFx,SuperDense,None,Tier 0,None,Tier 1,None,Tier 1,None,None,None,None,Tier 1,Tier 1,None,None,Tier 2,Tier 0,None,Tier 0,None,None,None,None,Tier 1,None,95,False,False,5
OutHereTrynaFx,SuperDense,None,None,None,None,None,None,Tier 0,None,Tier 1,Tier 2,None,None,None,None,Tier 1,None,None,Tier 1,None,None,None,Tier 2,Tier 1,None,144,True,True,1
OutHereTrynaFx,Normal,None,None,Tier 0,None,Tier 2,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,None,Tier 0,None,None,Tier 1,None,None,None,None,Tier 1,91,False,False,5
OutHereTrynaFx,Galactic Armory,Tier 0,Tier 1,None,Tier 1,None,Tier 2,None,None,None,None,Tier 1,Tier 0,None,None,Tier 0,None,Tier 0,Tier 0,None,Tier 1,Tier 1,Tier 0,None,None,126,True,False,4
OutHereTrynaFx,Treasure Trove,None,Tier 1,Tier 0,None,Tier 0,Tier 1,None,None,Tier 1,Tier 1,None,None,None,Tier 1,None,None,None,None,None,None,None,None,None,Tier 2,148,True,True,1
OutHereTrynaFx,Galactic Armory,None,None,None,Tier 1,None,Tier 1,None,None,None,None,Tier 1,Tier 1,None,None,Tier 1,None,Tier 0,Tier 1,None,None,Tier 1,None,Tier 1,None,75,False,False,7
OutHereTrynaFx,Trade Sector,None,Tier 0,Tier 0,Tier 1,None,Tier 1,None,None,None,None,Tier 1,Tier 1,None,Tier 0,Tier 1,None,None,Tier 1,None,None,None,None,Tier 1,None,94,True,False,4
OutHereTrynaFx,SuperDense,Tier 0,None,Tier 0,Tier 1,None,Tier 0,None,None,None,None,Tier 1,Tier 0,None,Tier 0,Tier 0,None,Tier 2,None,Tier 1,None,Tier 1,Tier 0,None,None,107,True,False,4
OutHereTrynaFx,Little Legend,None,None,Tier 0,Tier 1,Tier 1,Tier 2,None,None,Tier 0,None,Tier 1,Tier 1,None,None,Tier 0,None,Tier 0,Tier 0,None,None,Tier 1,None,None,Tier 0,225,True,True,1
OutHereTrynaFx,Galactic Armory,Tier 1,Tier 1,Tier 0,Tier 1,None,None,None,None,None,None,None,None,None,Tier 0,None,None,Tier 2,None,Tier 1,Tier 1,Tier 1,None,None,None,82,True,False,3
OutHereTrynaFx,Plunder Planet,Tier 1,None,Tier 1,Tier 0,Tier 1,None,None,None,Tier 0,None,None,None,None,None,None,None,Tier 2,None,Tier 1,None,Tier 1,None,None,Tier 0,64,False,False,7
mage men,Plunder Planet,None,None,None,None,None,None,Tier 2,Tier 1,None,Tier 1,None,Tier 2,None,None,Tier 0,None,None,None,None,None,None,Tier 1,Tier 1,None,193,True,True,1
mage men,SuperDense,None,None,None,Tier 1,Tier 0,Tier 2,None,None,None,None,Tier 1,Tier 1,None,None,Tier 2,None,Tier 0,Tier 1,None,None,Tier 1,None,Tier 1,None,125,True,False,3
mage men,Manatee's Delight,Tier 0,Tier 1,None,None,Tier 0,Tier 0,None,None,None,None,None,None,None,Tier 2,None,None,None,None,Tier 0,None,None,None,None,Tier 2,35,False,False,8
mage men,Manatee's Delight,None,None,Tier 1,None,Tier 2,Tier 0,None,None,Tier 1,None,None,None,None,Tier 2,None,Tier 1,None,None,Tier 1,None,None,None,None,Tier 1,161,True,False,2
mage men,Little Legend,None,None,Tier 1,None,Tier 2,Tier 1,None,None,Tier 0,None,Tier 0,None,None,Tier 1,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,165,True,False,4
mage men,Galactic Armory,None,Tier 0,None,Tier 1,Tier 0,Tier 1,Tier 0,None,None,None,Tier 1,Tier 1,None,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,None,65,False,False,5
mage men,Salvage World,None,Tier 0,None,None,None,None,Tier 0,None,Tier 0,Tier 2,None,None,None,None,Tier 0,None,None,None,None,Tier 1,None,Tier 3,Tier 1,None,109,True,False,3
mage men,Trade Sector,None,None,Tier 1,None,Tier 2,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,None,Tier 0,None,None,Tier 1,None,None,None,None,Tier 1,86,False,False,5
mage men,Plunder Planet,None,Tier 0,Tier 1,None,Tier 2,Tier 0,None,None,Tier 1,None,None,None,None,Tier 1,Tier 0,Tier 0,None,Tier 0,Tier 0,Tier 0,None,Tier 0,None,Tier 1,149,True,True,1
mage men,SuperDense,None,Tier 0,Tier 1,None,Tier 2,Tier 0,None,None,Tier 1,Tier 0,None,None,None,Tier 1,None,Tier 0,None,None,Tier 0,Tier 1,None,None,None,Tier 1,86,False,False,5
mage men,Treasure Trove,None,None,None,Tier 1,Tier 0,Tier 1,None,None,None,None,Tier 1,Tier 1,None,None,Tier 0,None,Tier 0,Tier 0,None,None,Tier 1,None,Tier 0,None,97,False,False,5
mage men,SuperDense,Tier 1,None,Tier 0,None,Tier 2,None,None,None,Tier 1,None,None,None,None,Tier 1,None,Tier 0,Tier 0,None,Tier 1,None,None,None,None,Tier 0,22,False,False,8
mage men,Trade Sector,Tier 0,None,Tier 1,None,Tier 2,Tier 0,None,None,None,None,None,None,None,Tier 1,None,Tier 0,Tier 0,None,Tier 1,None,None,None,None,Tier 1,147,True,True,1
mage men,Manatee's Delight,Tier 0,None,Tier 1,None,Tier 2,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,None,Tier 0,None,None,Tier 1,None,None,None,None,Tier 1,140,True,False,2
mage men,Plunder Planet,None,None,Tier 1,None,Tier 2,Tier 0,None,None,Tier 1,Tier 0,None,None,None,Tier 1,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,165,True,True,1
mage men,Plunder Planet,Tier 0,Tier 0,Tier 0,Tier 1,None,Tier 1,None,None,None,None,Tier 1,Tier 1,None,None,Tier 0,None,Tier 1,Tier 0,Tier 0,None,None,None,None,None,48,False,False,8
mage men,Manatee's Delight,None,None,Tier 0,None,Tier 1,Tier 1,None,None,Tier 0,None,None,None,None,None,None,None,None,Tier 3,Tier 0,None,None,Tier 0,Tier 0,Tier 0,28,False,False,7
mage men,Manatee's Delight,None,None,Tier 0,Tier 0,Tier 0,Tier 1,None,None,None,None,Tier 1,Tier 1,None,None,None,None,None,Tier 3,Tier 0,None,None,Tier 0,Tier 0,Tier 0,138,True,False,4
mage men,Normal,None,Tier 1,Tier 0,None,Tier 1,Tier 0,None,None,None,None,None,None,None,Tier 1,None,None,None,None,None,Tier 1,None,None,None,Tier 2,147,True,False,2
mage men,Manatee's Delight,None,Tier 0,None,None,None,None,Tier 0,None,None,Tier 2,None,None,None,None,Tier 0,None,None,Tier 1,None,Tier 1,None,Tier 3,Tier 1,Tier 0,125,True,False,3
mage men,Salvage World,Tier 0,None,Tier 1,None,Tier 2,Tier 0,Tier 0,Tier 1,Tier 0,None,None,None,None,Tier 0,None,None,None,None,Tier 0,None,None,None,None,Tier 0,170,True,False,2
mage men,Manatee's Delight,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,None,None,None,Tier 0,None,None,None,Tier 0,None,None,Tier 2,Tier 0,Tier 0,Tier 1,Tier 1,Tier 1,None,None,54,False,False,7
mage men,Treasure Trove,Tier 0,None,Tier 1,Tier 1,Tier 0,Tier 1,None,None,None,None,Tier 0,Tier 1,None,Tier 0,Tier 0,None,Tier 2,None,Tier 0,None,Tier 1,None,None,None,105,False,False,5
mage men,SuperDense,None,Tier 0,None,Tier 1,Tier 0,Tier 1,None,None,None,None,Tier 1,Tier 1,None,None,Tier 1,None,Tier 0,Tier 0,None,Tier 1,Tier 1,Tier 0,Tier 1,None,173,True,True,1
mage men,Plunder Planet,Tier 0,None,Tier 1,Tier 0,None,None,Tier 0,None,None,Tier 1,None,None,None,Tier 0,Tier 0,None,Tier 2,None,Tier 0,None,Tier 1,Tier 2,None,None,63,False,False,8
mage men,Treasure Trove,Tier 0,None,Tier 0,Tier 1,Tier 0,Tier 1,None,None,None,None,Tier 1,Tier 1,None,Tier 0,Tier 0,None,Tier 2,None,Tier 1,None,Tier 1,None,None,None,81,False,False,5
mage men,Normal,None,None,None,None,None,None,Tier 0,None,Tier 0,Tier 2,None,None,None,Tier 0,Tier 0,None,None,Tier 0,None,None,None,Tier 2,None,Tier 1,66,False,False,7
mage men,Normal,Tier 0,None,Tier 0,Tier 1,None,None,Tier 0,None,None,Tier 1,Tier 0,None,None,None,Tier 0,None,Tier 2,None,Tier 0,None,Tier 1,Tier 3,None,None,111,True,False,4
mage men,Galactic Armory,Tier 0,None,Tier 0,Tier 1,None,None,None,None,None,None,Tier 0,None,Tier 0,None,None,Tier 0,Tier 2,None,Tier 1,None,Tier 1,None,None,None,27,False,False,8
mage men,Treasure Trove,None,Tier 0,None,Tier 0,Tier 0,Tier 1,None,None,None,Tier 0,Tier 1,Tier 1,None,None,Tier 0,None,None,Tier 0,None,Tier 1,None,None,Tier 1,None,114,True,False,4
mage men,Galactic Armory,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,None,None,None,None,Tier 0,None,None,None,Tier 0,None,None,Tier 2,Tier 0,Tier 1,Tier 1,Tier 1,None,Tier 1,Tier 0,43,False,False,6
mage men,SuperDense,None,Tier 0,None,Tier 1,None,Tier 2,Tier 0,None,None,None,Tier 1,Tier 1,None,None,Tier 1,None,Tier 0,Tier 1,None,Tier 1,Tier 1,None,Tier 1,None,196,True,True,1
mage men,Normal,None,None,Tier 1,Tier 0,Tier 0,None,Tier 0,None,None,Tier 1,None,None,None,Tier 1,Tier 0,None,Tier 1,None,Tier 1,None,Tier 1,Tier 2,None,None,86,False,False,6
mage men,Treasure Trove,Tier 0,Tier 0,Tier 1,None,None,None,None,None,None,None,None,None,Tier 0,Tier 1,None,None,Tier 1,Tier 0,Tier 2,Tier 1,None,None,None,None,109,True,False,2
mage men,SuperDense,None,None,Tier 1,None,Tier 0,None,Tier 0,None,None,Tier 1,None,None,None,None,None,None,Tier 1,Tier 0,Tier 1,None,None,Tier 2,None,Tier 0,79,False,False,5
mage men,Manatee's Delight,None,None,None,None,Tier 1,Tier 1,None,None,Tier 1,None,None,None,None,None,Tier 0,Tier 0,None,Tier 3,Tier 0,None,None,Tier 1,Tier 0,None,43,False,False,5
mage men,Trade Sector,None,None,Tier 1,Tier 0,Tier 2,Tier 1,None,None,Tier 0,None,None,None,None,Tier 1,None,Tier 0,Tier 0,None,Tier 0,None,Tier 1,None,None,Tier 1,119,True,False,3
mage men,Plunder Planet,Tier 1,Tier 1,Tier 1,Tier 1,None,None,None,None,None,None,None,None,None,Tier 1,None,None,Tier 2,None,Tier 1,Tier 1,Tier 1,None,None,None,139,True,False,3
mage men,Manatee's Delight,Tier 1,Tier 2,None,Tier 0,Tier 0,Tier 1,None,None,None,None,None,None,None,None,None,Tier 0,Tier 0,None,None,None,None,None,None,Tier 0,35,False,False,7
mage men,Manatee's Delight,None,None,None,None,None,None,Tier 0,None,None,Tier 1,None,Tier 0,None,Tier 0,Tier 0,None,Tier 0,Tier 1,Tier 1,None,None,Tier 2,Tier 1,None,30,False,False,8
mage men,Plunder Planet,Tier 1,Tier 1,Tier 1,Tier 1,None,None,None,None,None,None,None,None,None,Tier 1,None,None,Tier 2,None,Tier 1,Tier 1,Tier 1,None,None,None,279,True,True,1
mage men,SuperDense,Tier 0,None,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,None,None,Tier 1,Tier 0,None,None,Tier 0,None,None,Tier 1,Tier 0,None,None,None,Tier 2,None,None,62,False,False,6
mage men,SuperDense,None,None,Tier 1,None,Tier 2,Tier 0,None,None,Tier 1,Tier 0,None,None,None,Tier 2,Tier 0,Tier 0,None,None,Tier 1,None,None,Tier 0,Tier 0,Tier 1,156,True,True,1
mage men,Trade Sector,None,None,None,None,None,None,Tier 0,None,Tier 0,Tier 3,None,None,None,Tier 1,None,None,None,Tier 0,None,None,None,Tier 2,Tier 0,Tier 1,256,True,True,1
mage men,Little Legend,Tier 0,None,Tier 0,None,Tier 2,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,23,False,False,8
mage men,Trade Sector,None,Tier 0,None,Tier 1,None,Tier 1,None,None,None,None,Tier 1,Tier 1,None,None,Tier 0,None,None,Tier 1,None,Tier 1,None,None,Tier 0,None,61,False,False,8
mage men,Treasure Trove,None,Tier 0,None,None,None,None,Tier 0,None,None,Tier 1,None,None,None,None,Tier 1,None,None,Tier 1,None,Tier 1,None,Tier 2,Tier 2,None,148,True,False,2
mage men,Normal,None,Tier 0,None,Tier 1,None,Tier 1,Tier 0,None,None,Tier 0,Tier 1,Tier 1,None,None,Tier 0,None,None,None,None,Tier 1,None,None,Tier 1,None,70,False,False,5
mage men,Treasure Trove,None,None,None,Tier 1,None,Tier 0,Tier 0,None,None,Tier 1,Tier 1,Tier 1,None,None,Tier 1,None,Tier 0,Tier 1,None,None,Tier 1,Tier 0,Tier 2,None,107,True,False,4
mage men,Treasure Trove,Tier 1,None,Tier 0,None,Tier 2,None,None,None,Tier 0,None,None,None,None,Tier 1,None,Tier 0,None,None,Tier 1,None,None,None,None,Tier 1,48,False,False,7
mage men,SuperDense,None,Tier 0,None,Tier 1,Tier 0,Tier 0,Tier 0,None,None,None,Tier 0,Tier 1,None,None,Tier 0,None,Tier 1,None,Tier 1,None,Tier 1,None,Tier 0,None,15,False,False,8
mage men,Plunder Planet,None,None,None,Tier 1,None,Tier 1,Tier 0,None,None,None,Tier 1,Tier 1,None,None,Tier 1,None,Tier 0,None,None,None,Tier 1,None,Tier 1,None,56,False,False,7
mage men,Trade Sector,None,Tier 0,None,Tier 1,Tier 0,Tier 1,Tier 0,None,None,Tier 0,Tier 1,Tier 1,None,None,Tier 0,None,None,None,None,Tier 1,None,None,Tier 1,None,145,True,False,3
mage men,Treasure Trove,None,Tier 0,None,Tier 1,Tier 0,Tier 1,Tier 0,None,None,Tier 0,Tier 1,Tier 1,None,None,Tier 0,None,Tier 0,None,None,Tier 1,Tier 1,None,Tier 1,None,127,True,False,2
mage men,SuperDense,None,None,None,None,None,None,Tier 0,None,Tier 0,Tier 2,None,None,None,None,Tier 1,None,None,Tier 1,None,None,None,Tier 3,Tier 1,Tier 0,77,False,False,5
mage men,Normal,None,Tier 0,None,Tier 1,None,Tier 1,Tier 0,None,None,None,Tier 1,Tier 1,None,None,Tier 0,None,None,Tier 1,None,None,None,None,Tier 1,None,104,False,False,5
mage men,Normal,None,None,None,Tier 0,None,Tier 0,None,None,None,None,Tier 0,Tier 1,None,Tier 0,Tier 1,None,None,Tier 1,None,None,None,None,Tier 1,Tier 0,10,False,False,8
mage men,Trade Sector,None,None,None,Tier 1,Tier 0,Tier 2,None,None,None,Tier 0,Tier 1,Tier 1,None,None,Tier 0,None,Tier 0,Tier 1,None,None,Tier 1,None,Tier 1,None,176,True,True,1
mage men,Binary Star,None,None,None,None,None,None,Tier 0,None,Tier 1,None,None,None,Tier 1,Tier 1,None,Tier 1,None,Tier 1,Tier 1,None,None,None,Tier 1,None,26,False,False,7
mage men,Galactic Armory,None,Tier 0,None,Tier 1,Tier 0,Tier 1,Tier 0,None,None,None,Tier 1,Tier 1,None,None,Tier 0,None,Tier 0,Tier 0,None,Tier 1,Tier 1,None,Tier 1,None,148,True,False,2
mage men,Galactic Armory,None,None,None,Tier 1,Tier 0,Tier 2,Tier 0,None,None,None,Tier 1,Tier 1,None,None,Tier 0,None,Tier 0,Tier 1,None,None,Tier 1,None,Tier 1,None,143,True,False,2
mage men,Normal,Tier 0,None,None,None,Tier 2,Tier 1,None,None,Tier 1,None,None,None,None,Tier 0,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 0,40,False,False,8
mage men,SuperDense,Tier 1,Tier 2,None,Tier 1,None,None,Tier 0,Tier 1,None,None,None,None,None,Tier 1,None,Tier 1,Tier 0,None,None,Tier 1,Tier 1,None,None,Tier 0,102,False,False,5
mage men,Treasure Trove,None,Tier 0,None,Tier 1,None,Tier 1,Tier 0,None,None,Tier 0,Tier 1,Tier 1,None,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,None,91,True,False,4
mage men,Trade Sector,Tier 0,None,Tier 0,None,Tier 1,None,None,None,Tier 1,None,None,None,None,Tier 2,None,None,None,None,Tier 0,None,None,None,None,Tier 0,5,False,False,8
mage men,SuperDense,Tier 0,None,Tier 1,None,Tier 1,None,None,None,Tier 0,None,None,None,None,Tier 2,None,Tier 1,None,None,Tier 1,None,None,None,None,Tier 1,94,False,False,7
mage men,Trade Sector,None,None,Tier 1,None,Tier 2,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,Tier 0,Tier 0,None,None,Tier 1,None,None,Tier 0,None,Tier 1,155,True,True,1
mage men,Normal,None,None,Tier 1,None,Tier 2,Tier 1,None,None,Tier 1,None,None,None,None,Tier 1,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,70,False,False,5
mage men,Trade Sector,None,None,None,None,None,None,Tier 0,None,Tier 0,Tier 2,None,None,None,None,None,None,None,Tier 1,None,None,None,Tier 2,Tier 1,Tier 0,126,True,False,3
mage men,Treasure Trove,None,None,None,None,None,None,Tier 0,None,Tier 1,None,None,None,Tier 1,Tier 1,None,Tier 1,None,Tier 1,Tier 1,None,None,None,Tier 1,None,45,False,False,7
mage men,Binary Star,Tier 1,None,None,None,None,Tier 0,None,None,None,None,None,Tier 0,Tier 0,Tier 1,Tier 3,Tier 1,None,None,None,None,None,Tier 0,Tier 0,None,108,True,False,3
mage men,Normal,None,None,None,None,Tier 0,None,None,None,Tier 1,None,None,None,Tier 1,Tier 1,None,None,Tier 0,Tier 0,Tier 2,None,None,None,Tier 0,None,34,False,False,8
mage men,Normal,None,None,None,Tier 1,None,Tier 1,Tier 0,None,Tier 0,None,Tier 1,Tier 1,None,None,None,None,Tier 0,Tier 2,None,None,Tier 1,None,Tier 1,None,168,True,True,1
mage men,Normal,None,None,Tier 1,None,Tier 2,Tier 1,None,None,Tier 1,None,None,None,None,Tier 1,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,143,True,False,2
mage men,Salvage World,None,None,Tier 1,None,Tier 2,Tier 1,None,None,Tier 0,None,None,None,None,Tier 1,None,Tier 0,None,None,Tier 1,None,None,None,None,Tier 1,132,True,False,2
mage men,Normal,None,None,None,None,Tier 0,None,Tier 0,None,None,Tier 1,None,None,None,Tier 0,None,None,None,Tier 1,None,None,None,Tier 1,Tier 1,Tier 1,117,True,False,3
mage men,Normal,None,None,Tier 0,None,Tier 2,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,None,Tier 0,None,None,Tier 1,None,None,None,None,Tier 1,60,False,False,5
mage men,Plunder Planet,Tier 0,None,Tier 1,Tier 1,None,Tier 0,None,None,None,None,Tier 1,Tier 0,None,Tier 1,Tier 0,None,Tier 2,None,Tier 1,None,Tier 1,Tier 0,None,None,214,True,True,1
mage men,Trade Sector,Tier 1,Tier 0,None,None,Tier 0,Tier 0,Tier 0,None,None,None,None,None,Tier 0,None,Tier 2,Tier 2,Tier 0,None,None,None,None,None,Tier 1,None,61,False,False,7
mage men,Treasure Trove,Tier 1,Tier 0,None,None,None,Tier 0,None,None,None,None,None,None,None,None,Tier 2,Tier 1,Tier 0,None,None,None,None,Tier 0,Tier 0,None,62,False,False,7
mage men,SuperDense,Tier 1,None,Tier 1,None,Tier 2,None,None,None,Tier 0,None,None,None,None,Tier 1,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,39,False,False,7
mage men,Normal,None,None,Tier 0,None,Tier 2,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,None,Tier 0,None,None,Tier 1,None,None,None,None,Tier 1,78,False,False,6
mage men,Binary Star,Tier 0,None,Tier 1,None,Tier 2,Tier 1,None,None,Tier 0,None,None,None,None,Tier 1,None,Tier 1,None,None,Tier 0,None,None,None,None,Tier 1,80,False,False,6
mage men,Binary Star,None,Tier 1,Tier 0,None,Tier 1,Tier 1,None,None,None,None,None,None,None,Tier 1,None,None,None,None,None,Tier 1,None,None,None,Tier 2,151,True,False,2
mage men,Normal,None,Tier 0,None,Tier 1,None,Tier 1,Tier 0,None,None,None,Tier 1,Tier 1,None,None,Tier 0,None,None,Tier 1,None,None,None,None,Tier 1,None,76,False,False,7
mage men,SuperDense,Tier 1,None,None,None,Tier 1,None,None,None,Tier 1,None,None,None,None,Tier 2,None,Tier 1,None,None,Tier 0,None,None,None,None,Tier 1,58,False,False,8
mage men,Star Cluster,Tier 0,None,Tier 0,Tier 1,None,None,None,None,None,None,Tier 0,None,None,Tier 0,None,None,Tier 2,None,Tier 1,None,Tier 1,None,None,None,46,False,False,6
mage men,Normal,None,None,None,None,None,None,Tier 0,None,Tier 1,Tier 0,None,None,Tier 1,Tier 0,None,Tier 0,Tier 0,Tier 1,Tier 2,None,None,None,Tier 1,None,69,False,False,6
mage men,Little Legend,Tier 1,None,None,None,None,Tier 0,None,None,None,None,None,Tier 0,None,Tier 1,Tier 3,Tier 1,None,None,None,None,None,Tier 0,Tier 0,None,140,True,False,2
mage men,SuperDense,None,Tier 0,None,Tier 1,Tier 0,Tier 2,Tier 0,None,None,Tier 0,Tier 1,Tier 1,None,None,Tier 0,None,Tier 0,Tier 1,None,Tier 1,Tier 1,None,Tier 1,None,221,True,True,1
mage men,Little Legend,None,None,None,None,None,None,None,None,Tier 1,None,None,None,Tier 1,Tier 0,None,Tier 0,Tier 0,Tier 1,Tier 2,None,None,None,None,None,59,False,False,6
